         253153657 function calls (246262193 primitive calls) in 169.157 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
       25    0.000    0.000    0.001    0.000 pyparsing.py:4841(__init__)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
       20    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
       81    0.000    0.000    0.003    0.000 {built-in method builtins.next}
       73    0.000    0.000    0.000    0.000 types.py:171(__get__)
       19    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      3/2    0.000    0.000    0.012    0.006 pyplot.py:182(switch_backend)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.002    0.002 subprocess.py:980(communicate)
     32/9    0.000    0.000    0.006    0.001 pyparsing.py:4466(leaveWhitespace)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4779(parseImpl)
        3    0.000    0.000    0.010    0.003 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3347(Curve)
        1    0.000    0.000    0.000    0.000 axes3d.py:42(Axes3D)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.007    0.007 image.py:1(<module>)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.013    0.013 index_tricks.py:1(<module>)
      183    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      246    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.011    0.011 artist.py:1(<module>)
       19    0.000    0.000    0.000    0.000 colors.py:916(reversed)
      188    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
      530    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
       31    0.000    0.000    0.001    0.000 fromnumeric.py:2249(any)
        1    0.000    0.000    0.001    0.001 art3d.py:5(<module>)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
       20    0.000    0.000    0.001    0.000 deprecation.py:258(_rename_parameter)
        1    0.000    0.000    0.048    0.048 collections.py:1(<module>)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
      224    0.000    0.000    0.000    0.000 patches.py:1807(<genexpr>)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       16    0.000    0.000    0.000    0.000 deprecation.py:182(finalize)
        1    0.000    0.000    0.006    0.006 mathtext.py:2237(Parser)
       26    0.000    0.000    0.001    0.000 core.py:6755(getdoc)
        1    0.000    0.000    0.004    0.004 backend_bases.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4847(parseImpl)
      394    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       10    0.000    0.000    0.000    0.000 deprecation.py:342(<listcomp>)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4485(streamline)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
       13    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
       44    0.000    0.000    0.001    0.000 re.py:203(sub)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.094    0.094 figure.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       26    0.000    0.000    0.000    0.000 pathlib.py:835(stem)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
        1    0.000    0.000    0.006    0.006 _parser.py:2(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
       44    0.000    0.000    0.001    0.000 core.py:138(get_object_signature)
      246    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 colors.py:80(__init__)
       38    0.000    0.000    0.000    0.000 pathlib.py:724(__fspath__)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.010    0.010 _base.py:1(<module>)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
       20    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       35    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        4    0.000    0.000    0.000    0.000 enum.py:869(_decompose)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
      158    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 dviread.py:172(Dvi)
      183    0.000    0.000    0.000    0.000 rcsetup.py:55(func)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        4    0.000    0.000    0.005    0.001 platform.py:746(uname)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       21    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       26    0.000    0.000    0.000    0.000 rcsetup.py:50(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
       91    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.003    0.003 legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       22    0.000    0.000    0.000    0.000 pathlib.py:674(_from_parts)
        1    0.000    0.000    0.064    0.064 contour.py:1(<module>)
      100    0.000    0.000    0.000    0.000 Calc.py:83(rand)
        1    0.000    0.000    0.000    0.000 markers.py:147(MarkerStyle)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
      150    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       34    0.000    0.000    0.000    0.000 pathlib.py:687(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       30    0.000    0.000    0.018    0.001 __init__.py:781(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
      304    0.000    0.000    0.000    0.000 __init__.py:848(__iter__)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1807(<listcomp>)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
      106    0.000    0.000    0.001    0.000 __init__.py:272(wrapper)
       31    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(linspace)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 figure.py:245(Figure)
        1    0.000    0.000    0.016    0.016 _pickle.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:1(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       26    0.000    0.000    0.000    0.000 os.py:748(encode)
        1    0.000    0.000    0.010    0.010 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
      144    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
       30    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       33    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
      112    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       11    0.000    0.000    0.006    0.001 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.001    0.001 opcode.py:2(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:58(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000  169.158  169.158 Voronoi.py:1(<module>)
       90    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       28    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.003    0.003 axes3d.py:1(<module>)
        1    0.000    0.000    0.001    0.001 copy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      109    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       45    0.000    0.000    0.000    0.000 docstring.py:43(update)
       29    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       32    0.000    0.000    0.002    0.000 contextlib.py:108(__enter__)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.001    0.001 ticker.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       26    0.000    0.000    0.000    0.000 pathlib.py:1055(_make_child_relpath)
       64    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:188(_check_versions)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1175(Arrow)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.002    0.002 afm.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.004    0.004 subprocess.py:10(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:886(<listcomp>)
        1    0.000    0.000    0.002    0.002 mlab.py:1(<module>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.014    0.014 cm.py:1(<module>)
        1    0.000    0.000    0.078    0.078 _subplots.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        9    0.000    0.000    0.004    0.000 fontconfig_pattern.py:122(parse)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
      158    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       13    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       18    0.000    0.000    0.000    0.000 inspect.py:2543(replace)
      100    0.000    0.000    0.000    0.000 Calc.py:86(roundBetter)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
       32    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
       27    0.000    0.000    0.000    0.000 pathlib.py:800(name)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        1    0.000    0.000    0.012    0.012 textpath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:591(_ReducedHCT_Element)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.001    0.001 bezier.py:1(<module>)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       31    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(any)
        2    0.000    0.000    0.001    0.000 __init__.py:574(_get_config_or_cache_dir)
       56    0.000    0.000    0.000    0.000 patches.py:1878(_register_style)
       91    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.007    0.007 axis.py:1(<module>)
        1    0.000    0.000    0.041    0.041 fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
       10    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.002    0.002 __init__.py:441(StrFormatStyle)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        4    0.000    0.000    0.005    0.001 platform.py:884(system)
        1    0.000    0.000    0.000    0.000 axis.py:708(Axis)
        2    0.000    0.000    0.000    0.000 pathlib.py:320(_resolve)
        1    0.000    0.000    0.000    0.000 _subplots.py:216(subplot_class_factory)
        1    0.000    0.000    0.005    0.005 cycler.py:1(<module>)
    62/21    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       63    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
        8    0.000    0.000    0.000    0.000 pathlib.py:1398(is_dir)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
       12    0.000    0.000    0.000    0.000 rcsetup.py:71(_listify_validator)
       30    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
       14    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
       25    0.000    0.000    0.000    0.000 rcsetup.py:285(<listcomp>)
       57    0.000    0.000    0.000    0.000 re.py:270(escape)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       10    0.000    0.000    0.007    0.001 pyparsing.py:5120(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:399(_init)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:283(Legend)
       16    0.000    0.000    0.000    0.000 deprecation.py:196(_deprecated_property)
       24    0.000    0.000    0.004    0.000 rcsetup.py:417(validate_font_properties)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
       56    0.000    0.000    0.000    0.000 pathlib.py:1045(_init)
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:2270(makeOptionalList)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1581(FigureCanvasBase)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.002    0.002 patches.py:3100(ArrowStyle)
       20    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        1    0.000    0.000    0.004    0.004 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:20(Patch)
       32    0.000    0.000    0.000    0.000 rcsetup.py:706(_validate_greaterequal0_lessequal1)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        1    0.000    0.000    0.007    0.007 secrets.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 pyplot.py:1987(<listcomp>)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
       81    0.000    0.000    0.000    0.000 inspect.py:2234(<lambda>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       71    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      9/3    0.000    0.000    0.001    0.000 pyparsing.py:4243(streamline)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        1    0.000    0.000    0.001    0.001 patches.py:1886(BoxStyle)
       12    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
        1    0.000    0.000    0.016    0.016 overrides.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       32    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pyplot.py:1689(get_plot_commands)
        1    0.000    0.000    0.012    0.012 backend_macosx.py:1(<module>)
       35    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        4    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
       10    0.000    0.000    0.000    0.000 deprecation.py:405(_suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.004    0.004 table.py:9(<module>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        3    0.000    0.000    0.001    0.000 pyparsing.py:2215(__mul__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:332(__getattr__)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1309(_to_unmasked_float_array)
        1    0.000    0.000    0.006    0.006 defmatrix.py:1(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.004    0.004 font_manager.py:928(json_load)
       31    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 animation.py:235(MovieWriter)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        7    0.000    0.000    0.015    0.002 __init__.py:109(import_module)
       32    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
       27    0.000    0.000    0.001    0.000 pathlib.py:1126(glob)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:857(<genexpr>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:427(validate_mathtext_default)
       13    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
       56    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 enum.py:827(__or__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.001    0.001 geo.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        1    0.000    0.000    0.001    0.001 csv.py:2(<module>)
       16    0.000    0.000    0.000    0.000 deprecation.py:215(finalize)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6750(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       16    0.000    0.000    0.000    0.000 subprocess.py:1632(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        4    0.000    0.000    0.000    0.000 rcsetup.py:454(validate_whiskers)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:153(_families)
        1    0.000    0.000    0.008    0.008 category.py:1(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:76(UUID)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
       56    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(PurePath)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 uuid.py:70(SafeUUID)
       71    0.000    0.000    0.000    0.000 enum.py:462(<lambda>)
        1    0.000    0.000    0.000    0.000 polynomial.py:665(polyval)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       13    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 uuid.py:130(__init__)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:824(outer)
       18    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       31    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        1    0.000    0.000    0.000    0.000 quiver.py:452(Quiver)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
       91    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       41    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       30    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       16    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        6    0.000    0.000    0.000    0.000 patches.py:1800(<listcomp>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1804(<dictcomp>)
        1    0.000    0.000    0.001    0.001 legend_handler.py:1(<module>)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:141(_family)
        1    0.000    0.000    0.000    0.000 spines.py:12(Spine)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.000    0.000 subprocess.py:426(__init__)
        1    0.000    0.000    0.001    0.001 gzip.py:1(<module>)
        3    0.000    0.000    0.006    0.002 rcsetup.py:957(validate_webagg_address)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x100c9f700}
       58    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
