doing trials...
[1000D[####################                    ]         210185116 function calls (210176890 primitive calls) in 170.397 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 decorator.py:30(<module>)
        1    0.000    0.000    0.002    0.002 art3d.py:5(<module>)
       31    0.000    0.000    0.001    0.000 fromnumeric.py:2249(any)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
        1    0.000    0.000    0.001    0.001 ast.py:1(<module>)
        1    0.000    0.000    0.021    0.021 axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:80(__init__)
        1    0.000    0.000    0.000    0.000 decomp.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.065    0.065 contour.py:1(<module>)
        7    0.000    0.000    0.003    0.000 enum.py:439(_convert_)
        1    0.000    0.000    0.004    0.004 axes3d.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:980(communicate)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        2    0.000    0.000    0.000    0.000 pathlib.py:320(_resolve)
       91    0.000    0.000    0.000    0.000 docstring.py:101(do_copy)
      252    0.000    0.000    0.000    0.000 multiarray.py:468(can_cast)
       16    0.000    0.000    0.001    0.000 cycler.py:468(cycler)
       44    0.000    0.000    0.001    0.000 core.py:138(get_object_signature)
        1    0.000    0.000    0.000    0.000 quiver.py:452(Quiver)
       34    0.000    0.000    0.000    0.000 os.py:748(encode)
        1    0.000    0.000    0.000    0.000 geos.py:682(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
      109    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
       32    0.000    0.000    0.004    0.000 contextlib.py:108(__enter__)
       22    0.000    0.000    0.000    0.000 pathlib.py:674(_from_parts)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
      182    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       47    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        8    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
       72    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
       32    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.003    0.003 dyld.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polygon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:147(MarkerStyle)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 opcode.py:2(<module>)
       16    0.000    0.000    0.000    0.000 deprecation.py:196(_deprecated_property)
       18    0.000    0.000    0.000    0.000 inspect.py:2543(replace)
       11    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       56    0.000    0.000    0.000    0.000 pathlib.py:1045(_init)
      144    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
      304    0.000    0.000    0.000    0.000 __init__.py:848(__iter__)
       11    0.000    0.000    0.001    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:708(Axis)
        1    0.000    0.000    0.004    0.004 platform.py:603(_syscmd_uname)
       45    0.000    0.000    0.000    0.000 docstring.py:43(update)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
        1    0.000    0.000    0.015    0.015 textpath.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
       97    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.001    0.001 ticker.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:2(<module>)
       30    0.000    0.000    0.001    0.000 rcsetup.py:857(<genexpr>)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
        1    0.000    0.000    0.013    0.013 cm.py:1(<module>)
        1    0.000    0.000    0.002    0.002 afm.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
       12    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.004    0.004 subprocess.py:10(<module>)
      102    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       11    0.000    0.000    0.006    0.001 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
        1    0.000    0.000    0.000    0.000 base.py:184(BaseGeometry)
        1    0.000    0.000    0.110    0.110 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 uuid.py:76(UUID)
       56    0.000    0.000    0.000    0.000 patches.py:1878(_register_style)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       76    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        9    0.000    0.000    0.005    0.001 fontconfig_pattern.py:122(parse)
       70    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.003    0.003 financial.py:1(<module>)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        5    0.000    0.000    0.000    0.000 impl.py:153(<listcomp>)
       26    0.000    0.000    0.000    0.000 rcsetup.py:50(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.001    0.001 figure.py:245(Figure)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        5    0.000    0.000    0.001    0.000 decorator.py:200(create)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       21    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
       21    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.001    0.001 pyplot.py:1689(get_plot_commands)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
       31    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 bezier.py:1(<module>)
      106    0.000    0.000    0.001    0.000 __init__.py:272(wrapper)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.014    0.014 _pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:10(<module>)
        5    0.000    0.000    0.000    0.000 getlimits.py:366(__new__)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
       30    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       26    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
       59    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      183    0.000    0.000    0.000    0.000 rcsetup.py:55(func)
       25    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        6    0.000    0.000    0.000    0.000 patches.py:1807(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:869(_decompose)
        1    0.000    0.000    0.002    0.002 basic.py:1(<module>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        1    0.000    0.000    0.002    0.002 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:58(__init__)
       27    0.000    0.000    0.001    0.000 pathlib.py:1126(glob)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       38    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
       14    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.001    0.001 proj3d.py:1(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
        8    0.000    0.000    0.000    0.000 rcsetup.py:244(validate_backend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.002    0.002 patches.py:3100(ArrowStyle)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4485(streamline)
        1    0.000    0.000    0.000    0.000 subprocess.py:1706(_handle_exitstatus)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1581(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
       57    0.000    0.000    0.000    0.000 re.py:270(escape)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        4    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
      226    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.004    0.001 __init__.py:339(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        6    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       56    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.013    0.013 rotation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
       19    0.000    0.000    0.000    0.000 path.py:188(_update_values)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
       31    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(any)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
        4    0.000    0.000    0.000    0.000 enum.py:886(<listcomp>)
        1    0.000    0.000    0.003    0.003 __init__.py:188(_check_versions)
        1    0.000    0.000    0.001    0.001 patches.py:1886(BoxStyle)
        1    0.000    0.000    0.000    0.000 pyplot.py:1987(<listcomp>)
        1    0.000    0.000    0.004    0.004 csr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
       24    0.000    0.000    0.005    0.000 rcsetup.py:417(validate_font_properties)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.003    0.003 py3k.py:1(<module>)
       56    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.004    0.004 platform.py:3(<module>)
    16/14    0.000    0.000    0.001    0.000 typing.py:255(inner)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       34    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
       25    0.000    0.000    0.000    0.000 rcsetup.py:285(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.012    0.012 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:216(subplot_class_factory)
       63    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
        2    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
        1    0.000    0.000    0.001    0.001 _ellip_harm.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
       89    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geos.py:183(_geos_version)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
       91    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 decorator.py:150(update)
    63/22    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.009    0.009 misc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:759(_get_scale_docs)
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        1    0.000    0.000    0.001    0.001 patches.py:2656(ConnectionStyle)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       81    0.000    0.000    0.000    0.000 inspect.py:2234(<lambda>)
       14    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        1    0.000    0.000    0.006    0.006 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
      204    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
       52    0.000    0.000    0.000    0.000 pathlib.py:502(_select_from)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
       50    0.000    0.000    0.000    0.000 topology.py:25(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 rotation.py:174(Rotation)
        1    0.000    0.000    0.040    0.040 overrides.py:1(<module>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       34    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        2    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.030    0.030 fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
       10    0.000    0.000    0.005    0.000 pyparsing.py:5120(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 contextlib.py:385(__init__)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
        1    0.000    0.000    0.004    0.004 font_manager.py:928(json_load)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(ToolQuit)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        1    0.000    0.000    0.003    0.003 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(PurePath)
        2    0.000    0.000    0.001    0.000 __init__.py:574(_get_config_or_cache_dir)
       16    0.000    0.000    0.000    0.000 deprecation.py:215(finalize)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.016    0.016 coords.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
        4    0.000    0.000    0.004    0.001 platform.py:746(uname)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       84    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      120    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       31    0.000    0.000    0.000    0.000 _methods.py:53(_any)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       30    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        2    0.000    0.000    0.000    0.000 decorator.py:238(decorator)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
       32    0.000    0.000    0.000    0.000 rcsetup.py:706(_validate_greaterequal0_lessequal1)
       19    0.000    0.000    0.000    0.000 __init__.py:1309(_to_unmasked_float_array)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
       31    0.000    0.000    0.000    0.000 numeric.py:1816(isscalar)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:780(PolarAxes)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.006    0.006 defmatrix.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
        1    0.000    0.000    0.001    0.001 ctypes_declarations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Voronoi.py:56(loadingBar)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        4    0.000    0.000    0.000    0.000 uuid.py:130(__init__)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
      5/3    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.004    0.004 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        1    0.000    0.000    0.000    0.000 multipoint.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1094(home)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       26    0.000    0.000    0.001    0.000 core.py:6750(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 backend_bases.py:131(RendererBase)
        1    0.000    0.000    0.000    0.000 dyld.py:116(dyld_find)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       78    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10b1cbca0}
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:141(_family)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:242(Table)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
        8    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        5    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.009    0.009 category.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       26    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:153(_families)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.003    0.003 cycler.py:1(<module>)
        5    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       16    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
        1    0.000    0.000    0.005    0.005 _pep440.py:1(<module>)
        1    0.000    0.000    0.003    0.003 lil.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1169(resolve)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        8    0.000    0.000    0.000    0.000 pathlib.py:1398(is_dir)
        1    0.000    0.000    0.002    0.002 flinalg.py:5(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:827(__or__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:1(<module>)
        1    0.000    0.000    0.005    0.005 algorithm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:506(cast)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:161(_property)
        6    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       22    0.000    0.000    0.000    0.000 codata.py:1572(value)
        1    0.000    0.000    0.000    0.000 twodim_base.py:473(vander)
        8    0.000    0.000    0.000    0.000 deprecation.py:387(<listcomp>)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       10    0.000    0.000    0.000    0.000 deprecation.py:405(_suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 patches.py:20(Patch)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
        3    0.000    0.000    0.000    0.000 pathlib.py:1277(mkdir)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:160(<dictcomp>)
        2    0.000    0.000    0.032    0.016 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        2    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        3    0.000    0.000    0.001    0.000 _pylab_helpers.py:65(destroy_all)
       55    0.000    0.000    0.000    0.000 distance.py:1695(<genexpr>)
